Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-107,0,0,0,0,0,-1268,0,0,-26,84,11,0,7168,26,0,7720,24
0.0459976196289063,0,-107,0,0,0,0,0,-1268,0,0,-26,84,11,0,7168,26,0,7720,24
0.1510009765625,0,-107,0,0,0,0,0,-1268,0,0,-26,84,11,0,7168,26,0,7720,24
0.206001281738281,0,-107,0,0,0,0,0,-1268,0,0,29,21725,54,0,6726,26,0,10756,26
0.263999938964844,0,-107,0,0,0,0,0,-1268,0,0,29,21725,54,0,6726,26,0,10756,26
0.317001342773438,0,-107,0,0,0,0,0,-1268,0,0,29,21725,54,0,6726,26,0,10756,26
0.385002136230469,0,-107,0,0,0,0,0,-1268,0,0,107,23072,56,0,6726,26,0,7408,24
0.431999206542969,0,-107,0,0,0,0,0,-1268,0,0,107,23072,56,0,6726,26,0,7408,24
0.534996032714844,0,-107,0,0,0,0,0,-1268,0,0,107,23072,56,0,6726,26,0,7408,24
0.590995788574219,0,-107,0,0,0,0,0,-1268,0,0,107,23072,56,0,6726,26,0,7408,24
0.637001037597656,0,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24
0.706001281738281,0,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24
0.762001037597656,0,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24
0.821998596191406,0,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24
0.876998901367188,0,-107,0,0,0,0,0,-1268,0,0,185,22904,56,0,6232,26,0,7408,24
0.920997619628906,0,-107,0,0,0,0,0,-1268,0,0,263,27480,58,0,6232,26,0,10366,26
0.969001770019531,0,-107,0,0,0,0,0,-1268,0,0,263,27480,58,0,6232,26,0,10366,26
1.05300140380859,0,-107,0,0,0,0,0,0,8,1,342,19332,54,0,6232,26,0,7048,26
1.11299896240234,0,-107,0,0,0,0,0,0,8,1,342,19332,54,0,6232,26,0,7048,26
1.2239990234375,0,-107,0,0,0,0,0,0,8,1,342,19332,54,0,6232,26,0,7048,26
1.27999877929688,0,-107,0,0,0,0,0,54,17875,55,420,19768,55,0,8364,26,0,7048,24
1.32399749755859,0,-107,0,0,0,0,0,54,17875,55,420,19768,55,0,8364,26,0,7048,24
1.38099670410156,0,-107,0,0,0,0,0,54,17875,55,420,19768,55,0,8364,26,0,7048,24
1.42800140380859,0,-107,0,0,0,0,0,54,17875,55,420,19768,55,0,8364,26,0,7048,24
1.54000091552734,0,-107,0,0,0,0,0,54,17875,55,420,19768,55,0,8364,26,0,7048,24
1.58399963378906,0,-107,0,0,0,0,0,132,18684,54,498,18700,56,0,13402,27,0,7048,24
1.64299774169922,0,-107,0,0,0,0,0,132,18684,54,498,18700,56,0,13402,27,0,7048,24
1.69400024414063,0,-107,0,0,0,0,0,132,18684,54,498,18700,56,0,13402,27,0,7048,24
1.75,0,-107,0,0,0,0,0,132,18684,54,498,18700,56,0,13402,27,0,7048,24
1.80500030517578,0,-107,0,0,0,0,0,210,23722,58,571,4340,31,0,19867,27,0,10366,24
1.91699981689453,0,-107,0,0,0,0,0,210,23722,58,571,4340,31,0,19867,27,0,10366,24
1.96099853515625,0,-107,0,0,0,0,0,210,23722,58,571,4340,31,0,19867,27,0,10366,24
1.99399566650391,0,-107,0,0,0,0,0,289,20628,54,581,112,2,0,25884,29,0,10366,24
2.06700134277344,0,-107,0,0,0,0,0,289,20628,54,581,112,2,0,25884,29,0,10366,24
2.12400054931641,0,-107,0,0,0,0,0,289,20628,54,581,112,2,0,25884,29,0,10366,24
2.22299957275391,0,-107,0,0,0,0,0,366,20034,52,581,47,1,0,27320,60,0,17249,59
2.29000091552734,0,-107,0,0,0,0,0,366,20034,52,581,47,1,0,27320,60,0,17249,59
2.33399963378906,0,-107,0,0,0,0,0,366,20034,52,581,47,1,0,27320,60,0,17249,59
2.39499664306641,0,-107,0,0,0,0,0,366,20034,52,581,47,1,0,27320,60,0,17249,59
2.44400024414063,0,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382
2.49900054931641,0,-107,0,0,0,0,0,395,724,3,581,28,1,-175,27044,410,-179,30475,382
